concurso,data,posicao,numero,valor,tipo_extracao
5926,2023-04-21,1,70644,,regular
5926,2023-04-21,2,34438,,regular
5926,2023-04-21,3,97912,,regular
5926,2023-04-21,4,76622,,regular
5926,2023-04-21,5,56155,,regular
5927,2023-04-25,1,76484,,regular
5927,2023-04-25,2,52350,,regular
5927,2023-04-25,3,47447,,regular
5927,2023-04-25,4,28746,,regular
5927,2023-04-25,5,18131,,regular
5928,2023-04-29,1,66784,,regular
5928,2023-04-29,2,64686,,regular
5928,2023-04-29,3,11915,,regular
5928,2023-04-29,4,99061,,regular
5928,2023-04-29,5,06175,,regular
5929,2023-05-03,1,14371,,regular
5929,2023-05-03,2,20033,,regular
5929,2023-05-03,3,82240,,regular
5929,2023-05-03,4,20969,,regular
5929,2023-05-03,5,89192,,regular
5930,2023-05-07,1,55333,,regular
5930,2023-05-07,2,78172,,regular
5930,2023-05-07,3,08326,,regular
5930,2023-05-07,4,50432,,regular
5930,2023-05-07,5,50019,,regular
5931,2023-05-11,1,78104,,regular
5931,2023-05-11,2,61348,,regular
5931,2023-05-11,3,69352,,regular
5931,2023-05-11,4,32953,,regular
5931,2023-05-11,5,72512,,regular
5932,2023-05-15,1,01504,,regular
5932,2023-05-15,2,89166,,regular
5932,2023-05-15,3,94466,,regular
5932,2023-05-15,4,15014,,regular
5932,2023-05-15,5,89353,,regular
5933,2023-05-19,1,70381,,regular
5933,2023-05-19,2,98419,,regular
5933,2023-05-19,3,34973,,regular
5933,2023-05-19,4,84012,,regular
5933,2023-05-19,5,44587,,regular
5934,2023-05-23,1,14621,,regular
5934,2023-05-23,2,38469,,regular
5934,2023-05-23,3,56985,,regular
5934,2023-05-23,4,20730,,regular
5934,2023-05-23,5,59470,,regular
5935,2023-05-27,1,00425,,regular
5935,2023-05-27,2,94646,,regular
5935,2023-05-27,3,94329,,regular
5935,2023-05-27,4,34522,,regular
5935,2023-05-27,5,65612,,regular
5936,2023-05-31,1,99871,,regular
5936,2023-05-31,2,23416,,regular
5936,2023-05-31,3,66542,,regular
5936,2023-05-31,4,13947,,regular
5936,2023-05-31,5,81959,,regular
5937,2023-06-04,1,39117,,regular
5937,2023-06-04,2,83748,,regular
5937,2023-06-04,3,66540,,regular
5937,2023-06-04,4,79818,,regular
5937,2023-06-04,5,26071,,regular
5938,2023-06-08,1,20032,,regular
5938,2023-06-08,2,49009,,regular
5938,2023-06-08,3,99943,,regular
5938,2023-06-08,4,21174,,regular
5938,2023-06-08,5,70697,,regular
5939,2023-06-12,1,69514,,regular
5939,2023-06-12,2,00074,,regular
5939,2023-06-12,3,78504,,regular
5939,2023-06-12,4,42487,,regular
5939,2023-06-12,5,64042,,regular
5940,2023-06-16,1,02552,,regular
5940,2023-06-16,2,14662,,regular
5940,2023-06-16,3,47576,,regular
5940,2023-06-16,4,40306,,regular
5940,2023-06-16,5,31385,,regular
5941,2023-06-20,1,07592,,regular
5941,2023-06-20,2,31571,,regular
5941,2023-06-20,3,74364,,regular
5941,2023-06-20,4,10322,,regular
5941,2023-06-20,5,11226,,regular
5942,2023-06-24,1,95932,,regular
5942,2023-06-24,2,63699,,regular
5942,2023-06-24,3,09071,,regular
5942,2023-06-24,4,99693,,regular
5942,2023-06-24,5,69822,,regular
5943,2023-06-28,1,16483,,regular
5943,2023-06-28,2,16828,,regular
5943,2023-06-28,3,86474,,regular
5943,2023-06-28,4,62296,,regular
5943,2023-06-28,5,72063,,regular
5944,2023-07-02,1,21643,,regular
5944,2023-07-02,2,34741,,regular
5944,2023-07-02,3,69163,,regular
5944,2023-07-02,4,79507,,regular
5944,2023-07-02,5,55461,,regular
5945,2023-07-06,1,27760,,regular
5945,2023-07-06,2,70686,,regular
5945,2023-07-06,3,98994,,regular
5945,2023-07-06,4,95673,,regular
5945,2023-07-06,5,90422,,regular
5946,2023-07-10,1,26365,,regular
5946,2023-07-10,2,93447,,regular
5946,2023-07-10,3,40857,,regular
5946,2023-07-10,4,52296,,regular
5946,2023-07-10,5,88039,,regular
5947,2023-07-14,1,85180,,regular
5947,2023-07-14,2,48944,,regular
5947,2023-07-14,3,57422,,regular
5947,2023-07-14,4,67839,,regular
5947,2023-07-14,5,59177,,regular
5948,2023-07-18,1,15860,,regular
5948,2023-07-18,2,32493,,regular
5948,2023-07-18,3,29451,,regular
5948,2023-07-18,4,08392,,regular
5948,2023-07-18,5,44313,,regular
5949,2023-07-22,1,02757,,regular
5949,2023-07-22,2,77110,,regular
5949,2023-07-22,3,72603,,regular
5949,2023-07-22,4,30161,,regular
5949,2023-07-22,5,77128,,regular
5950,2023-07-26,1,28864,,regular
5950,2023-07-26,2,00942,,regular
5950,2023-07-26,3,09305,,regular
5950,2023-07-26,4,92778,,regular
5950,2023-07-26,5,82719,,regular
5951,2023-07-30,1,07716,,regular
5951,2023-07-30,2,30007,,regular
5951,2023-07-30,3,08834,,regular
5951,2023-07-30,4,04117,,regular
5951,2023-07-30,5,43309,,regular
5952,2023-08-03,1,09287,,regular
5952,2023-08-03,2,67391,,regular
5952,2023-08-03,3,31195,,regular
5952,2023-08-03,4,36500,,regular
5952,2023-08-03,5,87684,,regular
5953,2023-08-07,1,63624,,regular
5953,2023-08-07,2,28080,,regular
5953,2023-08-07,3,70678,,regular
5953,2023-08-07,4,17342,,regular
5953,2023-08-07,5,94811,,regular
5954,2023-08-11,1,74847,,regular
5954,2023-08-11,2,75525,,regular
5954,2023-08-11,3,61953,,regular
5954,2023-08-11,4,31850,,regular
5954,2023-08-11,5,61993,,regular
5955,2023-08-15,1,53354,,regular
5955,2023-08-15,2,24957,,regular
5955,2023-08-15,3,12363,,regular
5955,2023-08-15,4,12704,,regular
5955,2023-08-15,5,86374,,regular
5956,2023-08-19,1,56498,,regular
5956,2023-08-19,2,46438,,regular
5956,2023-08-19,3,55519,,regular
5956,2023-08-19,4,53883,,regular
5956,2023-08-19,5,61213,,regular
5957,2023-08-23,1,95561,,regular
5957,2023-08-23,2,07100,,regular
5957,2023-08-23,3,88259,,regular
5957,2023-08-23,4,85649,,regular
5957,2023-08-23,5,84696,,regular
5958,2023-08-27,1,12899,,regular
5958,2023-08-27,2,07944,,regular
5958,2023-08-27,3,52772,,regular
5958,2023-08-27,4,95448,,regular
5958,2023-08-27,5,44473,,regular
5959,2023-08-31,1,14322,,regular
5959,2023-08-31,2,32591,,regular
5959,2023-08-31,3,25112,,regular
5959,2023-08-31,4,24931,,regular
5959,2023-08-31,5,70292,,regular
5960,2023-09-04,1,58800,,regular
5960,2023-09-04,2,18373,,regular
5960,2023-09-04,3,55296,,regular
5960,2023-09-04,4,24050,,regular
5960,2023-09-04,5,36509,,regular
5961,2023-09-08,1,60637,,regular
5961,2023-09-08,2,32742,,regular
5961,2023-09-08,3,09880,,regular
5961,2023-09-08,4,58082,,regular
5961,2023-09-08,5,72132,,regular
5962,2023-09-12,1,12833,,regular
5962,2023-09-12,2,06630,,regular
5962,2023-09-12,3,85477,,regular
5962,2023-09-12,4,70855,,regular
5962,2023-09-12,5,01934,,regular
5963,2023-09-16,1,12224,,regular
5963,2023-09-16,2,98771,,regular
5963,2023-09-16,3,30982,,regular
5963,2023-09-16,4,21798,,regular
5963,2023-09-16,5,53269,,regular
5964,2023-09-20,1,63653,,regular
5964,2023-09-20,2,63092,,regular
5964,2023-09-20,3,28016,,regular
5964,2023-09-20,4,52565,,regular
5964,2023-09-20,5,07685,,regular
5965,2023-09-24,1,21579,,regular
5965,2023-09-24,2,49672,,regular
5965,2023-09-24,3,00282,,regular
5965,2023-09-24,4,51173,,regular
5965,2023-09-24,5,34760,,regular
5966,2023-09-28,1,59638,,regular
5966,2023-09-28,2,37388,,regular
5966,2023-09-28,3,55444,,regular
5966,2023-09-28,4,91303,,regular
5966,2023-09-28,5,95748,,regular
5967,2023-10-02,1,72845,,regular
5967,2023-10-02,2,86752,,regular
5967,2023-10-02,3,94163,,regular
5967,2023-10-02,4,63788,,regular
5967,2023-10-02,5,20289,,regular
5968,2023-10-06,1,24890,,regular
5968,2023-10-06,2,38890,,regular
5968,2023-10-06,3,28534,,regular
5968,2023-10-06,4,07665,,regular
5968,2023-10-06,5,75914,,regular
5969,2023-10-10,1,96434,,regular
5969,2023-10-10,2,71066,,regular
5969,2023-10-10,3,07989,,regular
5969,2023-10-10,4,98038,,regular
5969,2023-10-10,5,41104,,regular
5970,2023-10-14,1,07492,,regular
5970,2023-10-14,2,06572,,regular
5970,2023-10-14,3,76569,,regular
5970,2023-10-14,4,62493,,regular
5970,2023-10-14,5,65909,,regular
5971,2023-10-18,1,69615,,regular
5971,2023-10-18,2,20635,,regular
5971,2023-10-18,3,07455,,regular
5971,2023-10-18,4,66562,,regular
5971,2023-10-18,5,10500,,regular
5972,2023-10-22,1,24356,,regular
5972,2023-10-22,2,08981,,regular
5972,2023-10-22,3,77992,,regular
5972,2023-10-22,4,08907,,regular
5972,2023-10-22,5,88501,,regular
5973,2023-10-26,1,30828,,regular
5973,2023-10-26,2,52923,,regular
5973,2023-10-26,3,15713,,regular
5973,2023-10-26,4,74668,,regular
5973,2023-10-26,5,32271,,regular
5974,2023-10-30,1,75880,,regular
5974,2023-10-30,2,77924,,regular
5974,2023-10-30,3,05209,,regular
5974,2023-10-30,4,81183,,regular
5974,2023-10-30,5,10745,,regular
5975,2023-11-03,1,54948,,regular
5975,2023-11-03,2,86163,,regular
5975,2023-11-03,3,76503,,regular
5975,2023-11-03,4,74085,,regular
5975,2023-11-03,5,68522,,regular
5976,2023-11-07,1,41467,,regular
5976,2023-11-07,2,34179,,regular
5976,2023-11-07,3,26772,,regular
5976,2023-11-07,4,87782,,regular
5976,2023-11-07,5,93872,,regular
5977,2023-11-11,1,41180,,regular
5977,2023-11-11,2,31285,,regular
5977,2023-11-11,3,34814,,regular
5977,2023-11-11,4,51876,,regular
5977,2023-11-11,5,17154,,regular
5978,2023-11-15,1,88039,,regular
5978,2023-11-15,2,84607,,regular
5978,2023-11-15,3,39321,,regular
5978,2023-11-15,4,59929,,regular
5978,2023-11-15,5,41441,,regular
5979,2023-11-19,1,98548,,regular
5979,2023-11-19,2,09508,,regular
5979,2023-11-19,3,01220,,regular
5979,2023-11-19,4,60068,,regular
5979,2023-11-19,5,81416,,regular
5980,2023-11-23,1,73792,,regular
5980,2023-11-23,2,13104,,regular
5980,2023-11-23,3,09602,,regular
5980,2023-11-23,4,70468,,regular
5980,2023-11-23,5,27938,,regular
5981,2023-11-27,1,66307,,regular
5981,2023-11-27,2,34760,,regular
5981,2023-11-27,3,17361,,regular
5981,2023-11-27,4,45745,,regular
5981,2023-11-27,5,09016,,regular
5982,2023-12-01,1,32018,,regular
5982,2023-12-01,2,48434,,regular
5982,2023-12-01,3,37353,,regular
5982,2023-12-01,4,20676,,regular
5982,2023-12-01,5,57433,,regular
5983,2023-12-05,1,71200,,regular
5983,2023-12-05,2,92214,,regular
5983,2023-12-05,3,39651,,regular
5983,2023-12-05,4,80173,,regular
5983,2023-12-05,5,85717,,regular
5984,2023-12-09,1,69329,,regular
5984,2023-12-09,2,01025,,regular
5984,2023-12-09,3,87538,,regular
5984,2023-12-09,4,72692,,regular
5984,2023-12-09,5,39240,,regular
5985,2023-12-13,1,86951,,regular
5985,2023-12-13,2,13577,,regular
5985,2023-12-13,3,17601,,regular
5985,2023-12-13,4,34664,,regular
5985,2023-12-13,5,15129,,regular
5986,2023-12-17,1,14029,,regular
5986,2023-12-17,2,97310,,regular
5986,2023-12-17,3,72512,,regular
5986,2023-12-17,4,20374,,regular
5986,2023-12-17,5,35697,,regular
5987,2023-12-21,1,36930,,regular
5987,2023-12-21,2,79276,,regular
5987,2023-12-21,3,27607,,regular
5987,2023-12-21,4,94058,,regular
5987,2023-12-21,5,44942,,regular
5988,2023-12-25,1,26685,,regular
5988,2023-12-25,2,90111,,regular
5988,2023-12-25,3,83130,,regular
5988,2023-12-25,4,34600,,regular
5988,2023-12-25,5,66244,,regular
5989,2023-12-29,1,64032,,regular
5989,2023-12-29,2,32914,,regular
5989,2023-12-29,3,06658,,regular
5989,2023-12-29,4,12097,,regular
5989,2023-12-29,5,83136,,regular
5990,2024-01-02,1,55518,,regular
5990,2024-01-02,2,36265,,regular
5990,2024-01-02,3,05778,,regular
5990,2024-01-02,4,00464,,regular
5990,2024-01-02,5,43719,,regular
5991,2024-01-06,1,17146,,regular
5991,2024-01-06,2,83507,,regular
5991,2024-01-06,3,34335,,regular
5991,2024-01-06,4,21178,,regular
5991,2024-01-06,5,97154,,regular
5992,2024-01-10,1,57912,,regular
5992,2024-01-10,2,72309,,regular
5992,2024-01-10,3,92493,,regular
5992,2024-01-10,4,56057,,regular
5992,2024-01-10,5,73519,,regular
5993,2024-01-14,1,01267,,regular
5993,2024-01-14,2,14663,,regular
5993,2024-01-14,3,09862,,regular
5993,2024-01-14,4,90573,,regular
5993,2024-01-14,5,19536,,regular
5994,2024-01-18,1,71511,,regular
5994,2024-01-18,2,04722,,regular
5994,2024-01-18,3,48393,,regular
5994,2024-01-18,4,76350,,regular
5994,2024-01-18,5,72420,,regular
5995,2024-01-22,1,19410,,regular
5995,2024-01-22,2,56333,,regular
5995,2024-01-22,3,16704,,regular
5995,2024-01-22,4,05482,,regular
5995,2024-01-22,5,40404,,regular
5996,2024-01-26,1,47795,,regular
5996,2024-01-26,2,05229,,regular
5996,2024-01-26,3,46898,,regular
5996,2024-01-26,4,27535,,regular
5996,2024-01-26,5,89399,,regular
5997,2024-01-30,1,32706,,regular
5997,2024-01-30,2,87416,,regular
5997,2024-01-30,3,13473,,regular
5997,2024-01-30,4,46357,,regular
5997,2024-01-30,5,73385,,regular
5998,2024-02-03,1,53264,,regular
5998,2024-02-03,2,81351,,regular
5998,2024-02-03,3,98235,,regular
5998,2024-02-03,4,20257,,regular
5998,2024-02-03,5,31029,,regular
5999,2024-02-07,1,21299,,regular
5999,2024-02-07,2,23206,,regular
5999,2024-02-07,3,54040,,regular
5999,2024-02-07,4,03248,,regular
5999,2024-02-07,5,23509,,regular
